pathway,image,path_name,point,radius,gradient,eccentricity,std_dev
files/OSMSC0099/Left_PA_4/144,OSMSC0099,Left_PA_4,144,7.356132180109627,0.1550000011920929,0.659,0.223
files/OSMSC0099/Left_PA_4/238,OSMSC0099,Left_PA_4,238,3.656366395715726,0.16899999976158142,0.633,0.13
files/OSMSC0099/Left_PA_3/82,OSMSC0099,Left_PA_3,82,7.590394548326596,0.3479999899864197,0.608,0.382
files/OSMSC0099/Left_PA_3/31,OSMSC0099,Left_PA_3,31,7.54834217738561,0.22200000286102295,0.749,0.244
files/OSMSC0099/Left_PA_3/64,OSMSC0099,Left_PA_3,64,7.377736139048903,0.2669999897480011,0.65,0.341
files/OSMSC0099/Left_PA_3/106,OSMSC0099,Left_PA_3,106,6.076507779746499,0.27399998903274536,0.718,0.276
files/OSMSC0099/Left_PA_3/130,OSMSC0099,Left_PA_3,130,5.108953969950291,0.1770000010728836,0.618,0.304
files/OSMSC0099/Left_PA_3/52,OSMSC0099,Left_PA_3,52,7.54834217738561,0.25600001215934753,0.749,0.26
files/OSMSC0099/Left_PA_3/185,OSMSC0099,Left_PA_3,185,4.720348719413148,0.20499999821186066,0.591,0.244
files/OSMSC0099/Left_PA_3/160,OSMSC0099,Left_PA_3,160,4.982787485166879,0.1509999930858612,0.577,0.182
files/OSMSC0099/Right_PA_11/112,OSMSC0099,Right_PA_11,112,4.950743503369154,0.21199999749660492,0.569,0.245
files/OSMSC0099/Right_PA_11/161,OSMSC0099,Right_PA_11,161,4.950743503369154,0.257999986410141,0.569,0.284
files/OSMSC0099/Left_PA_2/102,OSMSC0099,Left_PA_2,102,4.222008245644752,0.14100000262260437,0.625,0.222
files/OSMSC0099/Left_PA_2/237,OSMSC0099,Left_PA_2,237,3.742410318509555,0.14000000059604645,0.566,0.219
files/OSMSC0099/Left_PA_2/144,OSMSC0099,Left_PA_2,144,3.656366395715726,0.20999999344348907,0.638,0.14
files/OSMSC0099/Left_PA_2/44,OSMSC0099,Left_PA_2,44,4.370193722368317,0.11900000274181366,0.573,0.222
files/OSMSC0099/Left_PA_2/65,OSMSC0099,Left_PA_2,65,4.686510657907603,0.12600000202655792,0.447,0.208
files/OSMSC0099/Left_PA_2/177,OSMSC0099,Left_PA_2,177,3.656366395715726,0.20999999344348907,0.638,0.224
files/OSMSC0099/Left_PA_2/213,OSMSC0099,Left_PA_2,213,3.656366395715726,0.21199999749660492,0.638,0.243
files/OSMSC0099/Left_PA_5/89,OSMSC0099,Left_PA_5,89,4.753945931439391,0.16300000250339508,0.644,0.244
files/OSMSC0099/Left_PA_5/151,OSMSC0099,Left_PA_5,151,4.886025119029199,0.17900000512599945,0.594,0.182
files/OSMSC0099/Left_PA_5/107,OSMSC0099,Left_PA_5,107,4.820437914901168,0.22300000488758087,0.642,0.316
files/OSMSC0099/Right_PA_7/152,OSMSC0099,Right_PA_7,152,4.652426491681278,0.20499999821186066,0.541,0.194
files/OSMSC0099/Right_PA_7/79,OSMSC0099,Right_PA_7,79,5.499039842323396,0.23199999332427979,0.748,0.274
files/OSMSC0099/Right_PA_6/113,OSMSC0099,Right_PA_6,113,4.652426491681278,0.2529999911785126,0.591,0.314
files/OSMSC0099/Right_PA_6/183,OSMSC0099,Right_PA_6,183,4.61809077155419,0.12800000607967377,0.578,0.263
files/OSMSC0099/Right_PA_1/115,OSMSC0099,Right_PA_1,115,10.013371767186818,0.17499999701976776,0.675,0.305
files/OSMSC0099/Right_PA_1/162,OSMSC0099,Right_PA_1,162,8.848967849484623,0.16200000047683716,0.638,0.189
files/OSMSC0099/Right_PA_1/200,OSMSC0099,Right_PA_1,200,7.756324418739616,0.07500000298023224,0.615,0.127
files/OSMSC0099/Right_PA_1/79,OSMSC0099,Right_PA_1,79,10.139728459745083,0.1509999930858612,0.657,0.181
files/OSMSC0099/Right_PA_8/83,OSMSC0099,Right_PA_8,83,6.886811529393324,0.17399999499320984,0.635,0.196
files/OSMSC0099/Right_PA_8/124,OSMSC0099,Right_PA_8,124,5.970821321441846,0.19900000095367432,0.542,0.238
files/OSMSC0099/Right_PA_8/177,OSMSC0099,Right_PA_8,177,5.499039842323396,0.1860000044107437,0.546,0.2
files/OSMSC0090/carotid/134,OSMSC0090,carotid,134,8.920620580763856,0.1679999977350235,0.499,0.314
files/OSMSC0090/carotid/37,OSMSC0090,carotid,37,12.877866698399815,0.14300000667572021,0.649,0.302
files/OSMSC0090/carotid/181,OSMSC0090,carotid,181,8.77673016883152,0.1860000044107437,0.52,0.341
files/OSMSC0090/carotid/70,OSMSC0090,carotid,70,10.925484305920792,0.16500000655651093,0.417,0.336
files/OSMSC0090/carotid/88,OSMSC0090,carotid,88,10.448937312523231,0.17399999499320984,0.431,0.345
files/OSMSC0090/carotid/113,OSMSC0090,carotid,113,9.706684619910241,0.18199999630451202,0.473,0.353
files/OSMSC0090/carotid/156,OSMSC0090,carotid,156,8.6488625410045,0.1770000010728836,0.558,0.337
files/OSMSC0090/carotid/55,OSMSC0090,carotid,55,11.410028196686037,0.16300000250339508,0.461,0.331
files/OSMSC0090/aorta/155,OSMSC0090,aorta,155,34.51254256208524,0.1379999965429306,0.422,0.218
files/OSMSC0090/aorta/314,OSMSC0090,aorta,314,25.569679431340276,0.125,0.422,0.205
files/OSMSC0090/aorta/338,OSMSC0090,aorta,338,26.462837142006137,0.1589999943971634,0.313,0.283
files/OSMSC0090/aorta/115,OSMSC0090,aorta,115,35.37788111906457,0.10899999737739563,0.329,0.266
files/OSMSC0090/aorta/104,OSMSC0090,aorta,104,35.3688825481142,0.11299999803304672,0.334,0.267
files/OSMSC0090/aorta/169,OSMSC0090,aorta,169,33.572835849490026,0.13300000131130219,0.406,0.209
files/OSMSC0090/aorta/186,OSMSC0090,aorta,186,31.745379185920605,0.17399999499320984,0.471,0.242
files/OSMSC0090/aorta/220,OSMSC0090,aorta,220,28.618374117879117,0.17599999904632568,0.475,0.271
files/OSMSC0090/aorta/365,OSMSC0090,aorta,365,25.42611607853781,0.18299999833106995,0.467,0.329
files/OSMSC0090/aorta/88,OSMSC0090,aorta,88,34.197522159350186,0.09300000220537186,0.431,0.249
files/OSMSC0090/aorta/147,OSMSC0090,aorta,147,35.922531628339996,0.14399999380111694,0.487,0.259
files/OSMSC0090/aorta/68,OSMSC0090,aorta,68,32.522972677612614,0.07100000232458115,0.373,0.263
files/OSMSC0090/aorta/131,OSMSC0090,aorta,131,35.77602622350646,0.13500000536441803,0.46,0.248
files/OSMSC0090/aorta/238,OSMSC0090,aorta,238,27.408234736913393,0.16500000655651093,0.475,0.265
files/OSMSC0090/aorta/296,OSMSC0090,aorta,296,25.40733061895184,0.1550000011920929,0.457,0.241
files/OSMSC0090/aorta/279,OSMSC0090,aorta,279,25.25024162312378,0.15800000727176666,0.424,0.208
files/OSMSC0090/aorta/255,OSMSC0090,aorta,255,26.9810064619971,0.16300000250339508,0.31,0.244
files/OSMSC0090/aorta/193,OSMSC0090,aorta,193,30.999637842866232,0.17800000309944153,0.382,0.278
files/OSMSC0090/aorta/161,OSMSC0090,aorta,161,33.84197054678227,0.16899999976158142,0.441,0.224
files/OSMSC0090/aorta/402,OSMSC0090,aorta,402,24.598924643882018,0.1720000058412552,0.47,0.345
files/OSMSC0090/aorta/382,OSMSC0090,aorta,382,25.05408341078227,0.1809999942779541,0.484,0.34
files/OSMSC0090/aorta/176,OSMSC0090,aorta,176,32.83467046438108,0.18799999356269836,0.479,0.253
files/OSMSC0090/aorta/208,OSMSC0090,aorta,208,30.366819726050366,0.17100000381469727,0.413,0.329
files/OSMSC0090/rt_carotid/71,OSMSC0090,rt_carotid,71,9.901487006738307,0.16099999845027924,0.495,0.304
files/OSMSC0090/rt_carotid/49,OSMSC0090,rt_carotid,49,10.764051215546116,0.15600000321865082,0.509,0.302
files/OSMSC0090/rt_carotid/35,OSMSC0090,rt_carotid,35,11.32602684669552,0.11999999731779099,0.488,0.286
files/OSMSC0090/rt_carotid/101,OSMSC0090,rt_carotid,101,8.51907589177983,0.14800000190734863,0.47,0.294
files/OSMSC0090/subclavian/103,OSMSC0090,subclavian,103,11.92830747106036,0.17900000512599945,0.467,0.356
files/OSMSC0090/subclavian/82,OSMSC0090,subclavian,82,12.766152972845846,0.18299999833106995,0.453,0.377
files/OSMSC0090/subclavian/46,OSMSC0090,subclavian,46,15.686093905752006,0.18000000715255737,0.484,0.348
files/OSMSC0090/subclavian/172,OSMSC0090,subclavian,172,10.060941497019325,0.12700000405311584,0.447,0.161
files/OSMSC0090/subclavian/147,OSMSC0090,subclavian,147,10.585134856802455,0.17900000512599945,0.475,0.361
files/OSMSC0090/subclavian/126,OSMSC0090,subclavian,126,10.600159896099592,0.16699999570846558,0.501,0.338
files/OSMSC0090/subclavian/32,OSMSC0090,subclavian,32,19.182445840623714,0.18000000715255737,0.45,0.367
files/OSMSC0090/subclavian/63,OSMSC0090,subclavian,63,14.070847494245605,0.1940000057220459,0.403,0.38
files/OSMSC0090/btrunk/114,OSMSC0090,btrunk,114,15.012108426804138,0.20200000703334808,0.449,0.311
files/OSMSC0090/btrunk/104,OSMSC0090,btrunk,104,14.93771167933152,0.1720000058412552,0.426,0.352
files/OSMSC0090/btrunk/70,OSMSC0090,btrunk,70,15.655625581928012,0.18199999630451202,0.42,0.307
files/OSMSC0090/btrunk/93,OSMSC0090,btrunk,93,16.612485404699278,0.17100000381469727,0.639,0.288
files/OSMSC0090/btrunk/85,OSMSC0090,btrunk,85,15.533154661153457,0.18700000643730164,0.475,0.3
files/OSMSC0090/btrunk/30,OSMSC0090,btrunk,30,18.889822191117347,0.1469999998807907,0.548,0.273
files/OSMSC0090/btrunk/127,OSMSC0090,btrunk,127,14.01417852659937,0.19499999284744263,0.437,0.298
files/OSMSC0090/btrunk/157,OSMSC0090,btrunk,157,13.000867261978827,0.1420000046491623,0.475,0.193
files/OSMSC0090/btrunk/22,OSMSC0090,btrunk,22,21.43920417481474,0.09300000220537186,0.646,0.245
files/OSMSC0090/btrunk/43,OSMSC0090,btrunk,43,16.487469266111074,0.16899999976158142,0.442,0.296
files/OSMSC0090/btrunk/55,OSMSC0090,btrunk,55,16.4778133535604,0.1850000023841858,0.452,0.294
files/OSMSC0090/btrunk/79,OSMSC0090,btrunk,79,15.012108426804138,0.17800000309944153,0.446,0.292
files/OSMSC0097/LUL_2/126,OSMSC0097,LUL_2,126,5.585191925620057,0.16099999845027924,0.672,0.361
files/OSMSC0097/LNL_1/253,OSMSC0097,LNL_1,253,4.853342309955121,0.1589999943971634,0.598,0.3
files/OSMSC0097/SVC/60,OSMSC0097,SVC,60,15.967661658277217,0.11100000143051147,0.496,0.284
files/OSMSC0097/SVC/93,OSMSC0097,SVC,93,19.979003910967972,0.05900000035762787,0.51,0.299
files/OSMSC0097/SVC/74,OSMSC0097,SVC,74,19.963065333312567,0.0689999982714653,0.48,0.414
files/OSMSC0097/LML/119,OSMSC0097,LML,119,8.058239062071396,0.1679999977350235,0.654,0.288
files/OSMSC0097/RSL/95,OSMSC0097,RSL,95,3.431831258788849,0.15000000596046448,0.864,0.262
files/OSMSC0097/RUL_2/250,OSMSC0097,RUL_2,250,5.836022431559495,0.22599999606609344,0.657,0.376
files/OSMSC0097/LUL/188,OSMSC0097,LUL,188,7.898654169668588,0.17800000309944153,0.613,0.277
files/OSMSC0097/LUL/253,OSMSC0097,LUL,253,4.886025119029199,0.18400000035762787,0.734,0.339
files/OSMSC0006/celiac_branch/13,OSMSC0006,celiac_branch,13,6.863662517577698,0.13199999928474426,0.506,0.198
files/OSMSC0006/renal_right/10,OSMSC0006,renal_right,10,7.590394548326596,0.12999999523162842,0.526,0.272
files/OSMSC0006/renal_right/25,OSMSC0006,renal_right,25,6.93287767191607,0.18700000643730164,0.489,0.194
files/OSMSC0006/renal_right/28,OSMSC0006,renal_right,28,7.203090409536582,0.17800000309944153,0.475,0.215
files/OSMSC0006/renal_right/18,OSMSC0006,renal_right,18,6.93287767191607,0.1340000033378601,0.489,0.322
files/OSMSC0006/renal_right/34,OSMSC0006,renal_right,34,7.978845608028654,0.16300000250339508,0.459,0.255
files/OSMSC0006/superior_mesentaric/40,OSMSC0006,superior_mesentaric,40,10.418429401242426,0.13600000739097595,0.389,0.305
files/OSMSC0006/superior_mesentaric/17,OSMSC0006,superior_mesentaric,17,9.389986074159536,0.14800000190734863,0.376,0.264
files/OSMSC0006/superior_mesentaric/21,OSMSC0006,superior_mesentaric,21,8.593479713983122,0.13500000536441803,0.455,0.199
files/OSMSC0006/superior_mesentaric/27,OSMSC0006,superior_mesentaric,27,12.828336258339185,0.15000000596046448,0.592,0.42
files/OSMSC0006/superior_mesentaric/46,OSMSC0006,superior_mesentaric,46,10.660048281673648,0.12099999934434891,0.376,0.256
files/OSMSC0006/superior_mesentaric/51,OSMSC0006,superior_mesentaric,51,11.954962939989485,0.11599999666213989,0.398,0.297
files/OSMSC0006/superior_mesentaric/12,OSMSC0006,superior_mesentaric,12,9.933582672781009,0.1589999943971634,0.419,0.385
files/OSMSC0006/superior_mesentaric/53,OSMSC0006,superior_mesentaric,53,13.773623058786647,0.10300000011920929,0.391,0.228
files/OSMSC0006/superior_mesentaric/35,OSMSC0006,superior_mesentaric,35,11.354096349090721,0.10499999672174454,0.385,0.264
files/OSMSC0006/renal_left/17,OSMSC0006,renal_left,17,12.047792665040703,0.12200000137090683,0.391,0.215
files/OSMSC0006/renal_left/31,OSMSC0006,renal_left,31,7.590394548326596,0.1289999932050705,0.464,0.185
files/OSMSC0006/renal_left/10,OSMSC0006,renal_left,10,12.047792665040703,0.11100000143051147,0.391,0.184
files/OSMSC0006/renal_left/25,OSMSC0006,renal_left,25,10.387831891992912,0.15399999916553497,0.4,0.221
files/OSMSC0006/renal_left/39,OSMSC0006,renal_left,39,6.555290583552474,0.18000000715255737,0.466,0.255
files/OSMSC0006/celiac_trunk/46,OSMSC0006,celiac_trunk,46,9.389986074159536,0.11299999803304672,0.376,0.233
files/OSMSC0006/celiac_trunk/29,OSMSC0006,celiac_trunk,29,12.70366530947592,0.13099999725818634,0.409,0.296
files/OSMSC0006/celiac_trunk/52,OSMSC0006,celiac_trunk,52,10.280023453913834,0.13300000131130219,0.442,0.22
files/OSMSC0006/celiac_trunk/13,OSMSC0006,celiac_trunk,13,9.338999347593866,0.13099999725818634,0.461,0.254
files/OSMSC0006/celiac_trunk/39,OSMSC0006,celiac_trunk,39,12.741194683142286,0.1289999932050705,0.4,0.309
files/OSMSC0006/celiac_trunk/18,OSMSC0006,celiac_trunk,18,11.410028196686037,0.15600000321865082,0.435,0.265
files/OSMSC0006/aorta/227,OSMSC0006,aorta,227,14.538148590038452,0.15700000524520874,0.462,0.292
files/OSMSC0006/aorta/175,OSMSC0006,aorta,175,14.05953197372281,0.15600000321865082,0.469,0.28
files/OSMSC0006/aorta/211,OSMSC0006,aorta,211,14.625465582862905,0.1550000011920929,0.467,0.364
files/OSMSC0006/aorta/180,OSMSC0006,aorta,180,13.808244704671576,0.1469999998807907,0.503,0.263
files/OSMSC0006/aorta/36,OSMSC0006,aorta,36,30.638143781175756,0.1120000034570694,0.422,0.343
files/OSMSC0006/aorta/197,OSMSC0006,aorta,197,14.228319915326999,0.1509999930858612,0.395,0.29
files/OSMSC0006/aorta/251,OSMSC0006,aorta,251,14.658075357087599,0.13600000739097595,0.414,0.362
files/OSMSC0006/aorta/27,OSMSC0006,aorta,27,31.85048833640924,0.10000000149011612,0.408,0.321
files/OSMSC0006/aorta/128,OSMSC0006,aorta,128,24.50168250024127,0.12800000607967377,0.32,0.312
files/OSMSC0006/aorta/169,OSMSC0006,aorta,169,17.288521716057144,0.12600000202655792,0.543,0.206
files/OSMSC0006/aorta/173,OSMSC0006,aorta,173,14.38406847937898,0.14399999380111694,0.466,0.267
files/OSMSC0006/aorta/165,OSMSC0006,aorta,165,18.864528956575565,0.10999999940395355,0.319,0.207
files/OSMSC0006/aorta/92,OSMSC0006,aorta,92,23.56124872549269,0.10999999940395355,0.647,0.223
files/OSMSC0006/aorta/168,OSMSC0006,aorta,168,18.089294154193436,0.11699999868869781,0.44,0.213
files/OSMSC0006/aorta/241,OSMSC0006,aorta,241,15.40971041561482,0.1289999932050705,0.367,0.37
files/OSMSC0006/aorta/72,OSMSC0006,aorta,72,27.897449197361542,0.12200000137090683,0.632,0.334
files/OSMSC0006/aorta/110,OSMSC0006,aorta,110,23.35090651415558,0.11900000274181366,0.466,0.304
